50,666
100,2164
150,1825
200,2336
250,2999
300,3502
350,4139
400,4518
450,5319
500,9745
550,6599
600,7285
650,7738
700,11946
750,9158
800,9659
850,10185
900,10809
950,11116
1000,11839
